TRINITY_DN137_c0_g1_i1 sp|Q03567|SL172_CAEEL
TRINITY_DN32275_c0_g1_i1 sp|P70031|CCKAR_XENLA
TRINITY_DN32278_c0_g2_i2 sp|Q9MAG3|AB24G_ARATH
TRINITY_DN32312_c0_g1_i1 sp|Q5BK75|S46A3_RAT
TRINITY_DN32326_c0_g1_i1 sp|Q1ENI8|PXDN_CAEEL
TRINITY_DN32494_c0_g1_i1 sp|O96006|ZBED1_HUMAN
TRINITY_DN32413_c0_g1_i1 sp|Q5F226|FAT2_MOUSE
TRINITY_DN32406_c0_g1_i1 sp|P10401|POLY_DROME
TRINITY_DN32443_c0_g1_i1 sp|Q6V0I7|FAT4_HUMAN
TRINITY_DN32439_c0_g1_i1 sp|P35373|AGTRB_XENLA
TRINITY_DN32476_c0_g1_i1 sp|Q5QD21|TAA7C_RAT
TRINITY_DN32498_c0_g1_i2 sp|P21328|RTJK_DROME
TRINITY_DN32521_c0_g1_i1 sp|Q9NBX4|RTXE_DROME
TRINITY_DN32551_c0_g1_i1 sp|P10394|POL4_DROME
TRINITY_DN32533_c0_g1_i2 sp|Q9NZJ4|SACS_HUMAN
TRINITY_DN32565_c0_g1_i1 sp|P10394|POL4_DROME
TRINITY_DN32572_c0_g1_i1 sp|Q9R0W9|ACHA6_MOUSE
TRINITY_DN32579_c0_g1_i1 sp|Q7TNC8|GLRA2_MOUSE
TRINITY_DN32581_c0_g1_i1 sp|Q8C206|GP157_MOUSE
TRINITY_DN32583_c0_g1_i1 sp|Q3V050|S47A2_MOUSE
TRINITY_DN32586_c0_g1_i1 sp|Q5UQV1|YR354_MIMIV
TRINITY_DN32667_c0_g1_i1 sp|Q9PVY0|RX1_CHICK
TRINITY_DN32652_c0_g1_i1 sp|O73791|TIE2_DANRE
TRINITY_DN32652_c0_g2_i1 sp|Q9I929|FUCL3_ANGJA
TRINITY_DN32663_c0_g1_i1 sp|P14381|YTX2_XENLA
TRINITY_DN32663_c1_g1_i1 sp|P14381|YTX2_XENLA
TRINITY_DN32679_c0_g2_i1 sp|P25435|NTF3_XENLA
TRINITY_DN32705_c0_g1_i1 sp|Q05707|COEA1_HUMAN
TRINITY_DN32850_c0_g1_i1 sp|P83297|GR64F_DROME
TRINITY_DN32887_c0_g1_i1 sp|Q09472|EP300_HUMAN
TRINITY_DN32904_c0_g1_i1 sp|P21329|RTJK_DROFU
TRINITY_DN32949_c0_g1_i1 sp|O60290|ZN862_HUMAN
TRINITY_DN32975_c0_g1_i1 sp|P70031|CCKAR_XENLA
TRINITY_DN33359_c0_g1_i1 sp|E7FE13|LGR4_DANRE
TRINITY_DN33325_c0_g1_i1 sp|P04323|POL3_DROME
TRINITY_DN33356_c0_g1_i1 sp|Q99315|YG31B_YEAST
TRINITY_DN33374_c0_g1_i1 sp|Q95SX7|RTBS_DROME
TRINITY_DN33402_c0_g1_i2 sp|B3EWY9|MLP_ACRMI
TRINITY_DN33431_c0_g1_i1 sp|P20825|POL2_DROME
TRINITY_DN33500_c0_g1_i1 sp|Q6H236|PEG3_BOVIN
TRINITY_DN33528_c0_g1_i1 sp|P21328|RTJK_DROME
TRINITY_DN33578_c0_g1_i1 sp|Q9BXJ2|C1QT7_HUMAN
TRINITY_DN33597_c0_g1_i1 sp|P04323|POL3_DROME
TRINITY_DN33672_c0_g1_i1 sp|Q24617|EXU2_DROPS
TRINITY_DN33712_c0_g1_i1 sp|P21328|RTJK_DROME
TRINITY_DN33782_c0_g1_i1 sp|A2ARI4|LGR4_MOUSE
TRINITY_DN33785_c0_g1_i1 sp|O00370|LORF2_HUMAN
TRINITY_DN33778_c0_g1_i1 sp|O15266|SHOX_HUMAN
TRINITY_DN33752_c0_g1_i1 sp|P08548|LIN1_NYCCO
TRINITY_DN33772_c0_g1_i1 sp|O02654|ENO_DORPE
TRINITY_DN33803_c0_g2_i1 sp|Q8I7P9|POL5_DROME
TRINITY_DN33806_c0_g1_i1 sp|O00370|LORF2_HUMAN
TRINITY_DN33876_c0_g1_i1 sp|Q9W436|NEP_DROME
TRINITY_DN33880_c0_g1_i1 sp|O30409|TYCC_BREPA
TRINITY_DN33927_c0_g1_i1 sp|Q8T5G8|CHS_MELAT
TRINITY_DN34002_c0_g2_i1 sp|Q494W8|CRFM7_HUMAN
TRINITY_DN34019_c1_g1_i1 sp|A6QP57|TGM3_BOVIN
TRINITY_DN34024_c0_g1_i1 sp|O00370|LORF2_HUMAN
TRINITY_DN34030_c0_g1_i1 sp|Q8IN35|SIFAR_DROME
TRINITY_DN34033_c0_g1_i1 sp|P0CT39|TF26_SCHPO
TRINITY_DN34078_c0_g1_i1 sp|Q9NBX4|RTXE_DROME
TRINITY_DN34101_c0_g1_i1 sp|Q9NQ86|TRI36_HUMAN
TRINITY_DN34107_c0_g2_i1 sp|O93209|POL_FFV
TRINITY_DN34104_c0_g1_i1 sp|Q69Z37|SAM9L_MOUSE
TRINITY_DN34104_c0_g2_i1 sp|Q5K651|SAMD9_HUMAN
TRINITY_DN34122_c0_g1_i1 sp|Q94986|RAB3_CAEEL
TRINITY_DN34136_c0_g1_i1 sp|Q5NA18|MTP5_ORYSJ
TRINITY_DN34140_c0_g1_i1 sp|P54281|CLCA1_BOVIN
TRINITY_DN34192_c0_g1_i1 sp|Q5R4G2|PA1B2_PONAB
TRINITY_DN34211_c0_g1_i1 sp|P08548|LIN1_NYCCO
TRINITY_DN34237_c0_g1_i1 sp|O50655|XERD_SELRU
TRINITY_DN34252_c0_g1_i2 sp|Q24524|SING_DROME
TRINITY_DN34344_c0_g1_i1 sp|A8MXQ7|YH010_HUMAN
TRINITY_DN34349_c0_g1_i1 sp|Q9ULI1|NWD2_HUMAN
TRINITY_DN34354_c0_g1_i1 sp|Q19Q52|ABC3H_MACMU
TRINITY_DN34383_c0_g1_i4 sp|Q0KK59|UNC79_MOUSE
TRINITY_DN34326_c0_g1_i1 sp|O60290|ZN862_HUMAN
TRINITY_DN34328_c0_g1_i1 sp|P45192|PSTS_HAEIN
TRINITY_DN34328_c0_g2_i1 sp|Q58421|PSTS_METJA
TRINITY_DN34330_c0_g1_i1 sp|P10394|POL4_DROME
TRINITY_DN34368_c0_g1_i1 sp|Q8Q0U0|Y045_METMA
TRINITY_DN34377_c0_g1_i1 sp|P54131|ACHA7_BOVIN
TRINITY_DN34379_c0_g1_i1 sp|A6QLU6|AGRD1_BOVIN
TRINITY_DN34400_c0_g1_i1 sp|E9Q555|RN213_MOUSE
TRINITY_DN34451_c0_g1_i1 sp|Q9UN19|DAPP1_HUMAN
TRINITY_DN34503_c0_g1_i1 sp|Q61923|KCNA6_MOUSE
TRINITY_DN34520_c0_g1_i2 sp|O42266|OPSP_ICTPU
TRINITY_DN34521_c0_g1_i1 sp|Q80T41|GABR2_MOUSE
TRINITY_DN34525_c0_g1_i1 sp|Q9JLC8|SACS_MOUSE
TRINITY_DN34533_c0_g1_i1 sp|O93603|TRFR_CHICK
TRINITY_DN34568_c0_g1_i1 sp|P08548|LIN1_NYCCO
TRINITY_DN34635_c0_g1_i1 sp|B8UU59|PK1L_ACRMI
TRINITY_DN34629_c0_g1_i1 sp|A2A2Z9|AN18B_HUMAN
TRINITY_DN34645_c0_g1_i2 sp|C0HK24|ELEL_ECHLU
TRINITY_DN34652_c0_g2_i1 sp|Q6R7G0|Y068_OSHVF
TRINITY_DN34652_c0_g3_i1 sp|Q6R7H1|Y054_OSHVF
TRINITY_DN34662_c0_g1_i1 sp|Q5R5V8|RXFP1_PONAB
TRINITY_DN34664_c0_g1_i1 sp|O18868|KCNB1_PIG
TRINITY_DN34689_c0_g1_i2 sp|Q9H4Q3|PRD13_HUMAN
TRINITY_DN34798_c0_g1_i1 sp|A2AAE1|K1109_MOUSE
TRINITY_DN34758_c0_g1_i1 sp|Q8R508|FAT3_RAT
TRINITY_DN34841_c0_g1_i1 sp|B2RX12|MRP3_MOUSE
TRINITY_DN34848_c0_g1_i1 sp|P46531|NOTC1_HUMAN
TRINITY_DN34863_c0_g1_i1 sp|Q95SX7|RTBS_DROME
TRINITY_DN34864_c0_g1_i1 sp|P18503|CAS4_EPHMU
TRINITY_DN34878_c0_g1_i1 sp|P21328|RTJK_DROME
TRINITY_DN34908_c0_g1_i1 sp|Q5UR67|RIBX_MIMIV
TRINITY_DN34932_c0_g1_i1 sp|P79402|CP242_PIG
TRINITY_DN34979_c0_g1_i1 sp|Q8CJD3|ZG16_RAT
TRINITY_DN34996_c0_g1_i1 sp|P14381|YTX2_XENLA
TRINITY_DN34993_c0_g1_i1 sp|P61859|CALM_NEUCR
TRINITY_DN35023_c0_g1_i1 sp|Q17RP2|TIGD6_HUMAN
TRINITY_DN35024_c0_g1_i1 sp|Q9JLC8|SACS_MOUSE
TRINITY_DN35076_c0_g1_i1 sp|Q5ZQU0|SNED1_RAT
TRINITY_DN35102_c0_g1_i1 sp|Q40251|VDE_LACSA
TRINITY_DN35127_c0_g1_i1 sp|D9IQ16|GXN_ACRMI
TRINITY_DN35138_c0_g1_i1 sp|Q0KK59|UNC79_MOUSE
TRINITY_DN35170_c0_g1_i1 sp|P49924|FABPL_PIG
TRINITY_DN35178_c0_g1_i1 sp|B3EWZ5|MLRP1_ACRMI
TRINITY_DN35268_c0_g1_i1 sp|Q09660|CC44_CAEEL
TRINITY_DN35274_c0_g1_i1 sp|C3ZQF9|QRFPR_BRAFL
TRINITY_DN35305_c0_g1_i1 sp|Q7YQK9|TSN7_PONPY
TRINITY_DN35329_c0_g1_i1 sp|O00370|LORF2_HUMAN
TRINITY_DN35379_c0_g1_i1 sp|P14381|YTX2_XENLA
TRINITY_DN35388_c0_g1_i2 sp|Q32LE3|CETN1_BOVIN
TRINITY_DN35391_c0_g1_i1 sp|P17892|LIPR2_MOUSE
TRINITY_DN35415_c0_g1_i1 sp|Q9Y4D8|HECD4_HUMAN
TRINITY_DN35432_c0_g1_i1 sp|E1BD59|TRI56_BOVIN
TRINITY_DN35457_c0_g1_i1 sp|P13868|CALM1_SOLTU
TRINITY_DN35458_c0_g1_i1 sp|P61315|G3ST3_MOUSE
TRINITY_DN35477_c0_g1_i1 sp|O75096|LRP4_HUMAN
TRINITY_DN35549_c0_g1_i2 sp|P08472|M130_STRPU
TRINITY_DN35557_c0_g2_i1 sp|P20825|POL2_DROME
TRINITY_DN35554_c0_g1_i1 sp|P63182|CBLN1_RAT
TRINITY_DN35518_c0_g2_i1 sp|O75179|ANR17_HUMAN
TRINITY_DN35548_c0_g1_i1 sp|O08747|UNC5C_MOUSE
TRINITY_DN35590_c0_g1_i1 sp|A9XE49|IL17L_CRAGI
TRINITY_DN35561_c0_g1_i1 sp|Q9BXJ4|C1QT3_HUMAN
TRINITY_DN35638_c0_g1_i1 sp|P11369|LORF2_MOUSE
TRINITY_DN35609_c0_g1_i1 sp|Q9QZ85|IIGP1_MOUSE
TRINITY_DN35608_c0_g1_i1 sp|Q06615|NOTO_XENLA
TRINITY_DN35625_c0_g1_i1 sp|A8XNX8|LGC4_CAEBR
TRINITY_DN35637_c0_g1_i1 sp|P10394|POL4_DROME
TRINITY_DN35685_c0_g1_i1 sp|Q96P65|QRFPR_HUMAN
TRINITY_DN35776_c0_g2_i1 sp|Q9QZT0|CUZD1_RAT
TRINITY_DN35839_c0_g1_i1 sp|Q9HCR9|PDE11_HUMAN
TRINITY_DN36147_c0_g1_i1 sp|B7W114|CTXL_ACRMI
TRINITY_DN36191_c0_g1_i1 sp|Q9H2A9|CHST8_HUMAN
TRINITY_DN36150_c0_g1_i1 sp|Q8IYB1|M21D2_HUMAN
TRINITY_DN36208_c0_g1_i1 sp|P98158|LRP2_RAT
TRINITY_DN36213_c0_g1_i1 sp|P26221|GUN4_THEFU
TRINITY_DN36243_c0_g1_i1 sp|Q7LHG5|YI31B_YEAST
TRINITY_DN36304_c0_g1_i1 sp|O77404|TYPX_TRYBB
TRINITY_DN36311_c0_g1_i1 sp|O73791|TIE2_DANRE
TRINITY_DN36396_c0_g2_i1 sp|P08548|LIN1_NYCCO
TRINITY_DN36361_c0_g1_i1 sp|P14381|YTX2_XENLA
TRINITY_DN36374_c1_g1_i1 sp|P34456|YMD2_CAEEL
TRINITY_DN36439_c0_g1_i1 sp|A2AAE1|K1109_MOUSE
TRINITY_DN36586_c0_g2_i1 sp|P04323|POL3_DROME
TRINITY_DN36645_c0_g1_i1 sp|Q6UR05|MRP1_CANLF
TRINITY_DN36628_c0_g1_i1 sp|Q9MYM7|B3GT1_PONPY
TRINITY_DN36746_c0_g1_i1 sp|D3YXG0|HMCN1_MOUSE
TRINITY_DN36719_c0_g1_i1 sp|Q08174|PCDH1_HUMAN
TRINITY_DN36736_c0_g2_i1 sp|Q90214|OPSD1_ANGAN
TRINITY_DN36771_c0_g2_i1 sp|Q5RBK0|GIN1_PONAB
TRINITY_DN36853_c0_g1_i1 sp|D2GXS7|TRIM2_AILME
TRINITY_DN36819_c0_g1_i1 sp|Q13263|TIF1B_HUMAN
TRINITY_DN36861_c0_g1_i1 sp|Q6R5J2|DISP1_DANRE
TRINITY_DN36861_c0_g2_i1 sp|Q9P2K9|DISP3_HUMAN
TRINITY_DN36840_c0_g2_i1 sp|Q2LD37|K1109_HUMAN
TRINITY_DN36883_c0_g1_i1 sp|Q9NBX4|RTXE_DROME
TRINITY_DN36964_c0_g1_i1 sp|P55210|CASP7_HUMAN
TRINITY_DN36985_c0_g1_i1 sp|Q9BRZ2|TRI56_HUMAN
TRINITY_DN37032_c0_g1_i1 sp|Q58559|RPA_METJA
TRINITY_DN37054_c0_g1_i1 sp|Q76EC5|CHST9_MOUSE
TRINITY_DN37106_c0_g1_i1 sp|O73810|DRD2_MELGA
TRINITY_DN37112_c0_g1_i1 sp|Q91ZW9|C209C_MOUSE
TRINITY_DN37223_c0_g2_i1 sp|Q4LDE5|SVEP1_HUMAN
TRINITY_DN37346_c0_g1_i1 sp|Q8CGM1|AGRB2_MOUSE
TRINITY_DN37304_c0_g1_i1 sp|H2A0M4|USP1_PINMG
TRINITY_DN37313_c1_g1_i1 sp|Q53RT3|APRV1_HUMAN
TRINITY_DN37365_c0_g1_i1 sp|Q9GZX3|CHST6_HUMAN
TRINITY_DN37474_c0_g1_i1 sp|Q7K237|C1GLT_DROME
TRINITY_DN37419_c0_g1_i2 sp|Q9Y6R7|FCGBP_HUMAN
TRINITY_DN37454_c0_g1_i1 sp|P20825|POL2_DROME
TRINITY_DN37473_c0_g1_i1 sp|P33527|MRP1_HUMAN
TRINITY_DN37483_c0_g1_i1 sp|D3YXG0|HMCN1_MOUSE
TRINITY_DN37483_c0_g2_i1 sp|Q96RW7|HMCN1_HUMAN
TRINITY_DN37542_c0_g1_i1 sp|Q95SX7|RTBS_DROME
TRINITY_DN37557_c0_g1_i1 sp|Q9QWS8|KCNH8_RAT
TRINITY_DN37583_c0_g1_i1 sp|P55259|GP2_HUMAN
TRINITY_DN37685_c0_g1_i1 sp|A0A0R4I9Y1|R213B_DANRE
TRINITY_DN37621_c0_g1_i1 sp|Q7JQ32|GC76C_DROME
TRINITY_DN37690_c0_g2_i1 sp|Q26627|SUREJ_STRPU
TRINITY_DN37712_c0_g1_i1 sp|P10394|POL4_DROME
TRINITY_DN37719_c0_g1_i1 sp|O00370|LORF2_HUMAN
TRINITY_DN37746_c0_g1_i1 sp|P18264|ROUGH_DROVI
TRINITY_DN37755_c0_g1_i1 sp|P20483|MPIP_DROME
TRINITY_DN37793_c0_g1_i1 sp|P14381|YTX2_XENLA
TRINITY_DN37801_c0_g1_i1 sp|Q6ZS30|NBEL1_HUMAN
TRINITY_DN37807_c0_g1_i1 sp|Q03277|PO11_BRACO
TRINITY_DN37824_c0_g1_i1 sp|P10394|POL4_DROME
TRINITY_DN37955_c0_g1_i1 sp|Q04791|SASB_ANAPL
TRINITY_DN37924_c0_g2_i1 sp|Q99929|ASCL2_HUMAN
TRINITY_DN38058_c0_g1_i1 sp|Q9P0M4|IL17C_HUMAN
TRINITY_DN38175_c0_g1_i1 sp|O88917|AGRL1_RAT
TRINITY_DN38253_c0_g1_i1 sp|O62169|NTR2_CAEEL
TRINITY_DN38204_c0_g1_i1 sp|O00370|LORF2_HUMAN
TRINITY_DN38252_c0_g1_i1 sp|Q9M2U3|ALPL_ARATH
TRINITY_DN38299_c0_g1_i1 sp|Q9WUB9|MARCO_MESAU
TRINITY_DN38226_c0_g1_i1 sp|Q95SX7|RTBS_DROME
TRINITY_DN38234_c0_g1_i1 sp|Q96RW7|HMCN1_HUMAN
TRINITY_DN38260_c0_g1_i1 sp|P49582|ACHA7_MOUSE
TRINITY_DN38371_c0_g2_i1 sp|H2A0L0|TYRO1_PINMG
TRINITY_DN38361_c0_g1_i1 sp|E9QAM5|HELZ2_MOUSE
TRINITY_DN38364_c0_g1_i1 sp|P34257|TC3A_CAEEL
TRINITY_DN38445_c0_g1_i1 sp|Q68DN1|CB016_HUMAN
TRINITY_DN38435_c0_g1_i1 sp|Q03965|L181_CHLMO
TRINITY_DN38516_c0_g1_i1 sp|Q9WTV9|V1AR_MICOH
TRINITY_DN38662_c0_g1_i1 sp|P04323|POL3_DROME
TRINITY_DN38696_c0_g2_i1 sp|Q5K651|SAMD9_HUMAN
TRINITY_DN38603_c0_g1_i1 sp|Q09575|YRD6_CAEEL
TRINITY_DN38618_c0_g2_i1 sp|Q0R4F1|PIF1_XENLA
TRINITY_DN38637_c0_g1_i1 sp|P11369|LORF2_MOUSE
TRINITY_DN38853_c0_g1_i1 sp|Q9HBX9|RXFP1_HUMAN
TRINITY_DN38890_c0_g1_i1 sp|Q13639|5HT4R_HUMAN
TRINITY_DN38824_c0_g1_i1 sp|Q6AXU0|BPI_RAT
TRINITY_DN38831_c0_g1_i1 sp|P11369|LORF2_MOUSE
TRINITY_DN38996_c0_g1_i1 sp|P14381|YTX2_XENLA
TRINITY_DN38947_c0_g1_i1 sp|O00370|LORF2_HUMAN
TRINITY_DN39040_c0_g1_i1 sp|B3EWZ5|MLRP1_ACRMI
TRINITY_DN39100_c0_g1_i1 sp|A0A0R4IBK5|R213A_DANRE
TRINITY_DN39243_c0_g2_i1 sp|Q0IIF9|CP2U1_BOVIN
TRINITY_DN39255_c0_g1_i1 sp|P10394|POL4_DROME
TRINITY_DN39260_c0_g1_i1 sp|P10394|POL4_DROME
TRINITY_DN39250_c0_g1_i1 sp|O60229|KALRN_HUMAN
TRINITY_DN39278_c0_g1_i1 sp|O35136|NCAM2_MOUSE
TRINITY_DN39342_c0_g1_i1 sp|P04323|POL3_DROME
TRINITY_DN39340_c0_g2_i1 sp|Q7RTY1|MOT9_HUMAN
TRINITY_DN39312_c0_g1_i1 sp|O00370|LORF2_HUMAN
TRINITY_DN39386_c0_g1_i1 sp|Q9LPD2|GENL1_ARATH
TRINITY_DN39386_c0_g2_i1 sp|Q8BMI4|GEN_MOUSE
TRINITY_DN39444_c0_g1_i1 sp|P86854|PLCL_MYTGA
TRINITY_DN39419_c0_g2_i1 sp|Q03278|PO21_NASVI
TRINITY_DN39430_c0_g1_i1 sp|A2AAE1|K1109_MOUSE
TRINITY_DN39432_c0_g3_i1 sp|Q5SVZ6|ZMYM1_HUMAN
TRINITY_DN39478_c0_g1_i1 sp|Q8IZQ1|WDFY3_HUMAN
TRINITY_DN39482_c0_g1_i1 sp|P04323|POL3_DROME
TRINITY_DN39542_c0_g1_i1 sp|O75165|DJC13_HUMAN
TRINITY_DN39548_c0_g1_i1 sp|Q6NYM1|KLH21_DANRE
TRINITY_DN39587_c0_g1_i1 sp|Q2QI47|USH2A_MOUSE
TRINITY_DN39560_c0_g1_i1 sp|Q9ULI1|NWD2_HUMAN
TRINITY_DN39584_c0_g1_i1 sp|Q9PLP0|CSD_CHLMU
TRINITY_DN39635_c0_g1_i1 sp|Q5UR67|RIBX_MIMIV
TRINITY_DN39618_c0_g2_i1 sp|Q96DM1|PGBD4_HUMAN
TRINITY_DN39625_c0_g1_i3 sp|P10394|POL4_DROME
TRINITY_DN39666_c0_g1_i1 sp|Q9NRA2|S17A5_HUMAN
TRINITY_DN39799_c0_g1_i1 sp|C7G0B5|PIF_PINFU
TRINITY_DN39723_c0_g1_i1 sp|P21329|RTJK_DROFU
TRINITY_DN39733_c0_g1_i1 sp|A5GQP8|PSBU_SYNR3
TRINITY_DN39751_c0_g1_i1 sp|Q9NL38|MA66_PINMA
TRINITY_DN39770_c0_g2_i1 sp|P33450|FAT_DROME
TRINITY_DN39770_c0_g1_i2 sp|O75596|CLC3A_HUMAN
TRINITY_DN39774_c0_g1_i2 sp|Q9P0U3|SENP1_HUMAN
TRINITY_DN39783_c0_g1_i1 sp|Q8HXQ5|MRP1_BOVIN
TRINITY_DN39793_c0_g1_i1 sp|O75445|USH2A_HUMAN
TRINITY_DN39806_c0_g1_i1 sp|Q9NZJ4|SACS_HUMAN
TRINITY_DN39818_c1_g1_i1 sp|Q8K0U4|HS12A_MOUSE
TRINITY_DN39853_c0_g1_i1 sp|P14381|YTX2_XENLA
TRINITY_DN39874_c0_g1_i1 sp|Q8BHK0|PNMA2_MOUSE
TRINITY_DN39944_c0_g1_i1 sp|Q588U8|CFDP2_TRAJA
TRINITY_DN39905_c0_g1_i1 sp|P41366|VMO1_CHICK
TRINITY_DN39906_c0_g1_i2 sp|Q4A3R3|DMBT1_PIG
TRINITY_DN39910_c0_g1_i1 sp|O96006|ZBED1_HUMAN
TRINITY_DN39953_c0_g1_i1 sp|Q9BXJ4|C1QT3_HUMAN
TRINITY_DN39927_c0_g1_i1 sp|P05090|APOD_HUMAN
TRINITY_DN39986_c0_g1_i1 sp|Q7TQN3|WFKN2_MOUSE
TRINITY_DN40013_c0_g1_i1 sp|O60290|ZN862_HUMAN
TRINITY_DN40039_c0_g1_i1 sp|P32331|YMC1_YEAST
TRINITY_DN40033_c0_g1_i1 sp|Q9ULI1|NWD2_HUMAN
TRINITY_DN40082_c0_g1_i2 sp|O96006|ZBED1_HUMAN
TRINITY_DN40109_c0_g1_i1 sp|Q70LM4|LGRD_BREPA
TRINITY_DN40115_c0_g1_i1 sp|Q5THJ4|VP13D_HUMAN
TRINITY_DN40115_c0_g2_i1 sp|Q5H8C4|VP13A_MOUSE
TRINITY_DN40123_c0_g1_i1 sp|P21328|RTJK_DROME
TRINITY_DN40120_c0_g1_i2 sp|O95461|LARG1_HUMAN
TRINITY_DN40124_c0_g1_i1 sp|Q5E9T6|LGI1_BOVIN
TRINITY_DN40134_c0_g1_i1 sp|Q99315|YG31B_YEAST
TRINITY_DN40152_c0_g1_i1 sp|O43301|HS12A_HUMAN
TRINITY_DN40161_c0_g1_i1 sp|Q5SVZ6|ZMYM1_HUMAN
TRINITY_DN40163_c0_g1_i1 sp|Q96IG2|FXL20_HUMAN
TRINITY_DN40179_c0_g1_i1 sp|Q9I928|FUCL4_ANGJA
TRINITY_DN40180_c0_g1_i1 sp|Q3T0G1|THAP1_BOVIN
TRINITY_DN40262_c0_g1_i1 sp|Q39565|DYHB_CHLRE
TRINITY_DN40229_c0_g1_i1 sp|Q96M86|DNHD1_HUMAN
TRINITY_DN40228_c0_g2_i1 sp|Q09388|ACM2_CAEEL
TRINITY_DN40230_c0_g1_i1 sp|O35462|ANGP2_RAT
TRINITY_DN40268_c0_g1_i1 sp|Q5RJQ0|CHST1_RAT
TRINITY_DN40350_c0_g1_i1 sp|B3EWZ2|USOM8_ACRMI
TRINITY_DN40319_c0_g1_i1 sp|P82596|PLC_HALLA
TRINITY_DN40394_c0_g1_i1 sp|P08548|LIN1_NYCCO
TRINITY_DN40400_c0_g1_i1 sp|O15050|TRNK1_HUMAN
TRINITY_DN40402_c0_g1_i1 sp|O93367|TLX3_CHICK
TRINITY_DN40507_c0_g1_i1 sp|Q9CQ71|RFA3_MOUSE
TRINITY_DN40517_c0_g2_i1 sp|Q93356|HM37_CAEEL
TRINITY_DN40521_c0_g1_i1 sp|P51884|LUM_HUMAN
TRINITY_DN40567_c0_g1_i1 sp|Q5SVZ6|ZMYM1_HUMAN
TRINITY_DN40525_c0_g2_i1 sp|P20825|POL2_DROME
TRINITY_DN40525_c0_g4_i1 sp|P04323|POL3_DROME
TRINITY_DN40532_c0_g1_i2 sp|Q9UM47|NOTC3_HUMAN
TRINITY_DN40534_c0_g1_i1 sp|Q9WVD0|NPY1R_CAVPO
TRINITY_DN40568_c0_g1_i1 sp|Q28983|ZAN_PIG
TRINITY_DN40571_c0_g2_i1 sp|Q02337|BDH_BOVIN
TRINITY_DN40581_c0_g1_i3 sp|P46023|GR101_LYMST
TRINITY_DN40606_c0_g1_i1 sp|Q92752|TENR_HUMAN
TRINITY_DN40606_c0_g2_i1 sp|O35460|ANGP1_RAT
TRINITY_DN40613_c0_g1_i1 sp|P04323|POL3_DROME
TRINITY_DN40656_c0_g1_i1 sp|Q6ZWR6|SYNE1_MOUSE
TRINITY_DN40625_c0_g1_i1 sp|Q5I2E5|FCN2_BOVIN
TRINITY_DN40633_c0_g1_i1 sp|Q9H898|ZMAT4_HUMAN
TRINITY_DN40750_c0_g1_i1 sp|O42358|RX3_DANRE
TRINITY_DN40758_c0_g1_i1 sp|Q9X248|FABG_THEMA
TRINITY_DN40719_c0_g1_i3 sp|Q6GM59|MOT12_XENLA
TRINITY_DN40755_c0_g1_i1 sp|P83425|HIP_MYTED
TRINITY_DN40723_c0_g1_i1 sp|G2K3G6|INLA_LISM4
TRINITY_DN40774_c0_g1_i1 sp|Q96DT5|DYH11_HUMAN
TRINITY_DN40780_c0_g2_i1 sp|P34456|YMD2_CAEEL
TRINITY_DN40781_c0_g1_i1 sp|P35408|PE2R4_HUMAN
TRINITY_DN40791_c0_g1_i1 sp|Q96L93|KI16B_HUMAN
TRINITY_DN40851_c0_g1_i1 sp|O00370|LORF2_HUMAN
TRINITY_DN40813_c0_g2_i2 sp|P82596|PLC_HALLA
TRINITY_DN40814_c0_g1_i1 sp|Q5U538|HARB1_XENLA
TRINITY_DN40831_c0_g1_i1 sp|Q9Y6R7|FCGBP_HUMAN
TRINITY_DN40868_c0_g2_i1 sp|P59889|S39A1_DANRE
TRINITY_DN40868_c0_g4_i1 sp|P59889|S39A1_DANRE
TRINITY_DN40834_c0_g1_i1 sp|Q8C206|GP157_MOUSE
TRINITY_DN40841_c0_g1_i1 sp|Q9Y4A5|TRRAP_HUMAN
TRINITY_DN40846_c0_g1_i1 sp|O35490|BHMT1_MOUSE
TRINITY_DN40859_c0_g1_i1 sp|Q14204|DYHC1_HUMAN
TRINITY_DN40878_c0_g1_i2 sp|O77374|PF07_PLAF7
TRINITY_DN40914_c0_g1_i1 sp|P21328|RTJK_DROME
TRINITY_DN40914_c0_g2_i1 sp|Q95SX7|RTBS_DROME
TRINITY_DN40960_c0_g1_i1 sp|Q8TEP8|CE192_HUMAN
TRINITY_DN40924_c0_g1_i1 sp|Q8WR62|VERL_HALRU
TRINITY_DN40985_c0_g1_i1 sp|P35408|PE2R4_HUMAN
TRINITY_DN41096_c0_g1_i1 sp|P22105|TENX_HUMAN
TRINITY_DN41006_c0_g1_i1 sp|Q9BYU1|PBX4_HUMAN
TRINITY_DN41021_c0_g1_i1 sp|B3EWZ3|CADN_ACRMI
TRINITY_DN41056_c0_g1_i1 sp|Q28520|PROS_MACMU
TRINITY_DN41086_c0_g2_i1 sp|P11369|LORF2_MOUSE
TRINITY_DN41164_c0_g1_i1 sp|O35161|CELR1_MOUSE
TRINITY_DN41118_c0_g1_i1 sp|Q5T3U5|MRP7_HUMAN
TRINITY_DN41145_c0_g1_i1 sp|Q6PEM8|PCFT_MOUSE
TRINITY_DN41155_c0_g1_i1 sp|A6H603|NWD1_MOUSE
TRINITY_DN41139_c0_g1_i1 sp|P22974|H1L_MYTCA
TRINITY_DN41171_c0_g1_i1 sp|O75197|LRP5_HUMAN
